Index,Codul candidatului,Poziţia în ierarhia Evaluare Națională 2025,Școala de proveniență,Limba şi literatura română - Notă,Limba şi literatura română - Contestație,Limba şi literatura română - Notă finală,Matematică - Notă,Matematică - Contestație,Matematică - Notă finală,Limba şi literatura maternă - Denumire,Limba şi literatura maternă - Notă,Limba şi literatura maternă - Contestație,Limba şi literatura maternă - Notă finală,Media la evaluarea națională
4137,TM9156006,4868,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,4.85,-,-,3.00,-,-,-,-,-,-,3.92
4138,TM9156161,3015,"ȘCOALA GIMNAZIALĂ ""EMILIA LUNGU"" IZVIN",5.65,-,-,7.90,-,-,-,-,-,-,6.77
4139,TM9156504,5395,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4140,TM9157598,1671,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,8.70,-,-,7.85,-,-,-,-,-,-,8.27
4141,TM9158239,3229,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,5.95,-,-,7.10,-,-,-,-,-,-,6.52
4142,TM9158272,3246,ȘCOALA GIMNAZIALĂ ȘTIUCA,6.15,-,-,6.85,-,-,-,-,-,-,6.50
4143,TM9158418,4183,ȘCOALA GIMNAZIALĂ MORAVIȚA,6.90,-,-,3.50,-,-,-,-,-,-,5.20
4144,TM9158459,2187,ȘCOALA GIMNAZIALĂ VARIAȘ,7.45,-,-,8.10,-,-,-,-,-,-,7.77
4145,TM9158586,4399,ȘCOALA GIMNAZIALĂ VARIAȘ,4.80,-,-,5.00,-,-,-,-,-,-,4.90
4146,TM9158591,4199,"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET",4.90,-,-,5.50,-,-,-,-,-,-,5.20
4147,TM9158650,5183,ȘCOALA GIMNAZIALĂ VARIAȘ,2.70,-,-,2.00,-,-,-,-,-,-,2.35
4148,TM9158725,4779,ȘCOALA GIMNAZIALĂ VARIAȘ,3.30,-,-,5.00,-,-,-,-,-,-,4.15
4149,TM9158817,4752,ȘCOALA GIMNAZIALĂ VARIAȘ,3.45,-,-,5.00,-,-,-,-,-,-,4.22
4150,TM9158864,2575,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,7.15,-,-,7.55,-,-,-,-,-,-,7.35
4151,TM9158900,4847,ȘCOALA GIMNAZIALĂ VARIAȘ,3.00,-,-,5.00,-,-,-,-,-,-,4.00
4152,TM9158977,1185,ȘCOALA GIMNAZIALĂ FÂRDEA,8.30,-,-,9.10,-,-,-,-,-,-,8.70
4153,TM9159008,4691,ȘCOALA GIMNAZIALĂ VARIAȘ,4.65,-,-,4.00,-,-,-,-,-,-,4.32
4154,TM9159220,3511,ȘCOALA GIMNAZIALĂ FÂRDEA,6.35,-,-,5.90,-,-,-,-,-,-,6.12
4155,TM9159318,4999,ȘCOALA GIMNAZIALĂ VARIAȘ,3.60,-,-,3.50,-,-,-,-,-,-,3.55
4156,TM9159401,3008,ȘCOALA GIMNAZIALĂ VARIAȘ,6.95,-,-,6.60,-,-,-,-,-,-,6.77
4157,TM9159429,4099,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,7.10,-,-,3.55,-,-,-,-,-,-,5.32
4158,TM9159825,3739,ȘCOALA GIMNAZIALĂ VARIAȘ,6.65,-,-,5.00,-,-,-,-,-,-,5.82
4159,TM9160100,1668,ȘCOALA GIMNAZIALĂ VARIAȘ,8.75,-,-,7.80,-,-,-,-,-,-,8.27
4160,TM9160227,5087,ȘCOALA GIMNAZIALĂ VARIAȘ,3.10,-,-,3.00,-,-,-,-,-,-,3.05
4161,TM9160453,4800,ȘCOALA GIMNAZIALĂ VARIAȘ,3.70,-,-,4.50,-,-,-,-,-,-,4.10
4162,TM9161737,3930,ȘCOALA GIMNAZIALĂ CENAD,7.00,-,-,4.10,-,-,-,-,-,-,5.55
4163,TM9162545,2796,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,7.50,-,-,6.60,-,-,-,-,-,-,7.05
4164,TM9162888,124,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,9.45,-,-,9.90,-,-,-,-,-,-,9.67
4165,TM9163803,1799,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,7.95,-,-,8.40,-,-,-,-,-,-,8.17
4166,TM9164556,5017,ȘCOALA GIMNAZIALĂ SÂNANDREI,2.95,-,-,4.00,-,-,-,-,-,-,3.47
4167,TM9166184,1588,ȘCOALA GIMNAZIALĂ SÂNANDREI,7.70,-,-,9.05,-,-,-,-,-,-,8.37
4168,TM9166327,4163,ȘCOALA GIMNAZIALĂ SÂNANDREI,6.00,-,-,4.50,-,-,-,-,-,-,5.25
4169,TM9166448,4829,ȘCOALA GIMNAZIALĂ SÂNANDREI,4.55,-,-,3.50,-,-,-,-,-,-,4.02
4170,TM9166945,4777,ȘCOALA GIMNAZIALĂ SÂNANDREI,4.30,-,-,4.00,-,-,-,-,-,-,4.15
4171,TM9167153,4337,ȘCOALA GIMNAZIALĂ SÂNANDREI,6.95,-,-,3.00,-,-,-,-,-,-,4.97
4172,TM9167361,3365,ȘCOALA GIMNAZIALĂ NR.18 TIMIȘOARA,7.75,-,-,4.85,-,-,-,-,-,-,6.30
4173,TM9167503,4909,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",4.10,-,-,3.55,-,-,-,-,-,-,3.82
4174,TM9168395,3717,ȘCOALA GIMNAZIALĂ SÂNANDREI,7.20,-,-,4.50,-,-,-,-,-,-,5.85
4175,TM9168821,1395,ȘCOALA GIMNAZIALĂ SÂNANDREI,9.65,-,-,7.35,-,-,-,-,-,-,8.50
4176,TM9168961,546,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",9.70,-,-,8.75,-,-,-,-,-,-,9.22
4177,TM9169225,1785,ȘCOALA GIMNAZIALĂ SÂNANDREI,8.45,-,-,7.90,-,-,-,-,-,-,8.17
4178,TM9169489,2912,ȘCOALA GIMNAZIALĂ SÂNANDREI,7.00,-,-,6.80,-,-,-,-,-,-,6.90
4179,TM9171878,2801,"ȘCOALA GIMNAZIALĂ ""NESTOR OPREAN"" NR.2 SÂNNICOLAU MARE",6.95,-,-,6.60,-,-,Limba germana,7.60,-,-,7.05
4180,TM9172512,3067,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",7.70,-,-,5.70,-,-,-,-,-,-,6.70
4181,TM9172741,1393,ȘCOALA GIMNAZIALĂ SÂNANDREI,7.10,-,-,9.95,-,-,-,-,-,-,8.52
4182,TM9178975,4580,ȘCOALA GIMNAZIALĂ SÂNANDREI,5.10,-,-,4.00,-,-,-,-,-,-,4.55
4183,TM9179216,4273,ȘCOALA GIMNAZIALĂ SÂNANDREI,6.15,-,-,4.00,-,-,-,-,-,-,5.07
4184,TM9179291,2179,ȘCOALA GIMNAZIALĂ SÂNANDREI,8.05,-,-,7.50,-,-,-,-,-,-,7.77
4185,TM9179375,744,ȘCOALA GIMNAZIALĂ SÂNANDREI,9.80,-,-,8.30,-,-,-,-,-,-,9.05
4186,TM9179439,1475,ȘCOALA GIMNAZIALĂ SÂNANDREI,8.90,-,-,8.00,-,-,-,-,-,-,8.45
4187,TM9179522,4961,ȘCOALA GIMNAZIALĂ SÂNANDREI,3.85,-,-,3.50,-,-,-,-,-,-,3.67
4188,TM9179595,2597,ȘCOALA GIMNAZIALĂ NR.18 TIMIȘOARA,6.85,-,-,7.80,-,-,-,-,-,-,7.32
4189,TM9179701,3740,ȘCOALA GIMNAZIALĂ SÂNANDREI,6.55,-,-,5.10,-,-,-,-,-,-,5.82
4190,TM9179797,2183,ȘCOALA GIMNAZIALĂ GELU,7.75,-,-,7.80,-,-,-,-,-,-,7.77
4191,TM9179890,2985,ȘCOALA GIMNAZIALĂ CARANI,7.45,-,-,6.15,-,-,-,-,-,-,6.80
4192,TM9179963,1895,ȘCOALA GIMNAZIALĂ SÂNANDREI,7.70,-,-,8.45,-,-,-,-,-,-,8.07
4193,TM9180027,2931,"LICEUL TEORETIC ""HARUL"" LUGOJ",7.05,-,-,6.70,-,-,-,-,-,-,6.87
4194,TM9180222,1469,ȘCOALA GIMNAZIALĂ SÂNANDREI,9.00,-,-,7.90,-,-,-,-,-,-,8.45
4195,TM9180450,3799,ȘCOALA GIMNAZIALĂ SÂNANDREI,6.00,-,-,5.50,-,-,-,-,-,-,5.75
4196,TM9180474,3158,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",6.90,-,-,6.30,-,-,-,-,-,-,6.60
4197,TM9180633,45,ȘCOALA GIMNAZIALĂ ORȚIȘOARA,9.80,-,-,9.80,-,-,-,-,-,-,9.80
4198,TM9180733,3943,ȘCOALA GIMNAZIALĂ SÂNANDREI,5.10,-,-,6.00,-,-,-,-,-,-,5.55
4199,TM9180816,2848,ȘCOALA GIMNAZIALĂ SÂNANDREI,7.60,-,-,6.35,-,-,-,-,-,-,6.97
4200,TM9181038,1209,ȘCOALA GIMNAZIALĂ SÂNANDREI,8.90,-,-,8.45,-,-,-,-,-,-,8.67
4201,TM9183506,4950,ȘCOALA GIMNAZIALĂ SÂNANDREI,4.90,-,-,2.50,-,-,-,-,-,-,3.70
4202,TM9183566,3940,ȘCOALA GIMNAZIALĂ SÂNANDREI,5.30,-,-,5.80,-,-,-,-,-,-,5.55
4203,TM9183624,3159,ȘCOALA GIMNAZIALĂ SÂNANDREI,6.85,-,-,6.35,-,-,-,-,-,-,6.60
4204,TM9183701,1852,ȘCOALA GIMNAZIALĂ NR.18 TIMIȘOARA,7.65,-,-,8.60,-,-,-,-,-,-,8.12
4205,TM9183792,4910,ȘCOALA GIMNAZIALĂ SÂNANDREI,4.05,-,-,3.60,-,-,-,-,-,-,3.82
4206,TM9189431,5191,"LICEUL TEHNOLOGIC ""TRAIAN GROZĂVESCU"" NĂDRAG",2.00,-,-,2.50,-,-,-,-,-,-,2.25
4207,TM9189564,4518,ȘCOALA GIMNAZIALĂ LIVEZILE,4.35,-,-,5.00,-,-,-,-,-,-,4.67
4208,TM9190076,4232,ȘCOALA GIMNAZIALĂ BOLDUR,5.30,-,-,5.00,-,-,-,-,-,-,5.15
4209,TM9190238,5396,ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4210,TM9190445,3488,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",7.30,-,-,5.00,-,-,-,-,-,-,6.15
4211,TM9193975,4256,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,5.95,-,-,4.25,-,-,-,-,-,-,5.10
4212,TM9194031,1943,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,7.70,-,-,8.35,-,-,-,-,-,-,8.02
4213,TM9194223,3530,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,6.20,-,-,6.00,-,-,-,-,-,-,6.10
4214,TM9194355,4812,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,5.05,-,-,3.05,-,-,-,-,-,-,4.05
4215,TM9194362,2632,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,7.90,-,-,6.65,-,-,-,-,-,-,7.27
4216,TM9194418,5397,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4217,TM9194484,2327,ȘCOALA GIMNAZIALĂ NR.2 LUGOJ,8.35,-,-,6.85,-,-,-,-,-,-,7.60
4218,TM9194521,3247,ȘCOALA GIMNAZIALĂ NR.6 TIMIȘOARA,8.75,-,-,4.20,-,-,-,-,-,-,6.47
4219,TM9194528,416,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",9.40,-,-,8.80,-,-,Limba germana,9.80,-,-,9.33
4220,TM9194546,5398,ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4221,TM9194566,997,"ȘCOALA GIMNAZIALĂ ""EFTIMIE MURGU"" LUGOJ",8.60,-,-,9.15,-,-,-,-,-,-,8.87
4222,TM9194660,1992,ȘCOALA GIMNAZIALĂ NR.2 LUGOJ,7.75,-,-,8.20,-,-,-,-,-,-,7.97
4223,TM9194816,1282,ȘCOALA GIMNAZIALĂ NR.2 LUGOJ,9.05,-,-,8.15,-,-,-,-,-,-,8.60
4224,TM9194985,1085,"LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA",9.30,-,-,8.25,-,-,-,-,-,-,8.77
4225,TM9195000,561,"ȘCOALA GIMNAZIALĂ ""EFTIMIE MURGU"" LUGOJ",9.25,-,-,9.20,-,-,-,-,-,-,9.22
4226,TM9195431,4374,"ȘCOALA GIMNAZIALĂ NR.16 ""TAKE IONESCU"" TIMIȘOARA",5.75,-,-,4.10,-,-,-,-,-,-,4.92
4227,TM9195470,1404,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,9.05,-,-,7.95,-,-,-,-,-,-,8.50
4228,TM9195561,2877,LICEUL TEOLOGIC PENTICOSTAL LOGOS TIMIȘOARA,6.75,-,-,7.15,-,-,-,-,-,-,6.95
4229,TM9195603,4994,"ȘCOALA GIMNAZIALĂ NR.16 ""TAKE IONESCU"" TIMIȘOARA",5.10,-,-,2.00,-,-,-,-,-,-,3.55
4230,TM9196326,1499,ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ,9.30,-,-,7.55,-,-,-,-,-,-,8.42
4231,TM9196358,1677,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,7.95,-,-,8.60,-,-,-,-,-,-,8.27
4232,TM9196915,3986,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,6.65,-,-,4.30,-,-,-,-,-,-,5.47
4233,TM9197095,3110,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,7.45,-,-,5.85,-,-,-,-,-,-,6.65
4234,TM9197465,3362,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,6.20,-,-,6.45,-,-,-,-,-,-,6.32
4235,TM9197476,4912,LICEUL TEORETIC GĂTAIA,3.65,-,-,4.00,-,-,-,-,-,-,3.82
4236,TM9197564,5399,ȘCOALA GIMNAZIALĂ DUDEȘTII NOI,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4237,TM9199421,2787,"LICEUL TEORETIC ""CORIOLAN BREDICEANU"" LUGOJ",8.40,-,-,5.70,-,-,-,-,-,-,7.05
4238,TM9199987,2459,ȘCOALA GIMNAZIALĂ GĂVOJDIA,7.50,-,-,7.45,-,-,-,-,-,-,7.47
4239,TM9200044,3105,"ȘCOALA GIMNAZIALĂ ""EMILIA LUNGU"" IZVIN",7.70,-,-,5.60,-,-,-,-,-,-,6.65
4240,TM9201434,1101,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.60,-,-,8.95,-,-,-,-,-,-,8.77
4241,TM9207948,1094,"ȘCOALA GIMNAZIALĂ ""THEODOR BUCURESCU"" NR.1 SÂNNICOLAU MARE",9.00,-,-,8.55,-,-,-,-,-,-,8.77
4242,TM9208008,3518,"ȘCOALA GIMNAZIALĂ ""THEODOR BUCURESCU"" NR.1 SÂNNICOLAU MARE",7.60,-,-,4.60,-,-,-,-,-,-,6.10
4243,TM9208894,4918,ȘCOALA GIMNAZIALĂ PETROASA MARE,4.10,-,-,3.50,-,-,-,-,-,-,3.80
4244,TM9209225,4845,ȘCOALA GIMNAZIALĂ PETROASA MARE,4.00,-,-,4.00,-,-,-,-,-,-,4.00
4245,TM9209270,4896,ȘCOALA GIMNAZIALĂ VICTOR VLAD DELAMARINA,4.70,-,-,3.00,-,-,-,-,-,-,3.85
4246,TM9209387,4318,ȘCOALA GIMNAZIALĂ PETROASA MARE,4.05,-,-,6.00,-,-,-,-,-,-,5.02
4247,TM9216262,848,LICEUL MONTESSORI TIMIȘOARA,9.65,-,-,9.35,-,-,Limba germana,7.95,-,-,8.98
4248,TM9217204,4600,ȘCOALA GIMNAZIALĂ FÂRDEA,6.60,-,-,2.40,-,-,-,-,-,-,4.50
4249,TM9219980,3074,ȘCOALA GIMNAZIALĂ FÂRDEA,7.10,-,-,6.30,-,-,-,-,-,-,6.70
4250,TM9220845,3208,ȘCOALA GIMNAZIALĂ FÂRDEA,7.15,-,-,5.95,-,-,-,-,-,-,6.55
4251,TM9221304,4793,ȘCOALA GIMNAZIALĂ SUDRIAȘ,4.70,-,-,3.50,-,-,-,-,-,-,4.10
4252,TM9221359,3855,"ȘCOALA GIMNAZIALĂ ""EFTIMIE MURGU"" LUGOJ",5.85,-,-,5.50,-,-,-,-,-,-,5.67
4253,TM9221634,4958,ȘCOALA GIMNAZIALĂ FÂRDEA,2.90,-,-,4.50,-,-,-,-,-,-,3.70
4254,TM9221672,1945,"ȘCOALA GIMNAZIALĂ ""EFTIMIE MURGU"" LUGOJ",7.55,-,-,8.50,-,-,-,-,-,-,8.02
4255,TM9221855,879,"ȘCOALA GIMNAZIALĂ ""EFTIMIE MURGU"" LUGOJ",9.70,-,-,8.20,-,-,-,-,-,-,8.95
4256,TM9221967,4357,ȘCOALA GIMNAZIALĂ VICTOR VLAD DELAMARINA,5.90,-,-,4.00,-,-,-,-,-,-,4.95
4257,TM9221979,3434,ȘCOALA GIMNAZIALĂ FÂRDEA,6.85,-,-,5.60,-,-,-,-,-,-,6.22
4258,TM9222570,3643,ȘCOALA GIMNAZIALĂ VICTOR VLAD DELAMARINA,7.05,-,-,4.85,-,-,-,-,-,-,5.95
4259,TM9222616,2957,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,8.30,-,-,5.35,-,-,-,-,-,-,6.82
4260,TM9238052,3176,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",7.45,-,-,5.70,-,-,-,-,-,-,6.57
4261,TM9241415,460,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,9.35,-,-,9.25,-,-,-,-,-,-,9.30
4262,TM9248507,5195,"ȘCOALA GIMNAZIALĂ ""NESTOR OPREAN"" NR.2 SÂNNICOLAU MARE",2.35,-,-,2.00,-,-,-,-,-,-,2.17
4263,TM9249387,2676,"ȘCOALA GIMNAZIALĂ ""NESTOR OPREAN"" NR.2 SÂNNICOLAU MARE",8.55,-,-,6.25,-,-,Limba germana,6.85,-,-,7.21
4264,TM9249474,4602,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",5.50,-,-,3.50,-,-,-,-,-,-,4.50
4265,TM9249495,4492,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",4.85,-,-,4.60,-,-,-,-,-,-,4.72
4266,TM9249735,4641,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",4.35,-,-,4.50,-,-,-,-,-,-,4.42
4267,TM9249754,2822,"LICEUL TEORETIC ""HARUL"" LUGOJ",7.15,-,-,6.90,-,-,-,-,-,-,7.02
4268,TM9249799,1321,"LICEUL TEORETIC ""IULIA HAȘDEU"" LUGOJ",8.70,-,-,8.45,-,-,-,-,-,-,8.57
4269,TM9249816,4227,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",5.80,-,-,4.50,-,-,-,-,-,-,5.15
4270,TM9249837,1139,"ȘCOALA GIMNAZIALĂ ""EFTIMIE MURGU"" LUGOJ",9.20,-,-,8.25,-,-,-,-,-,-,8.72
4271,TM9249900,2069,"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA",8.30,-,-,7.45,-,-,-,-,-,-,7.87
4272,TM9249922,4858,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,4.40,-,-,3.50,-,-,-,-,-,-,3.95
4273,TM9249960,3071,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",7.30,-,-,6.10,-,-,-,-,-,-,6.70
4274,TM9249975,4575,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",5.40,-,-,3.70,-,-,-,-,-,-,4.55
4275,TM9250016,4338,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",6.75,-,-,3.20,-,-,-,-,-,-,4.97
4276,TM9250131,558,"LICEUL TEORETIC ""CORIOLAN BREDICEANU"" LUGOJ",9.40,-,-,9.05,-,-,-,-,-,-,9.22
4277,TM9250145,4892,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",5.20,-,-,2.50,-,-,-,-,-,-,3.85
4278,TM9252137,4414,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",5.10,-,-,4.65,-,-,-,-,-,-,4.87
4279,TM9252163,4772,"LICEUL CU PROGRAM SPORTIV ""BANATUL"" TIMIȘOARA",5.30,-,-,3.00,-,-,-,-,-,-,4.15
4280,TM9252360,5047,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",3.20,-,-,3.50,-,-,-,-,-,-,3.35
4281,TM9252969,3366,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",7.75,-,-,4.85,-,-,-,-,-,-,6.30
4282,TM9253025,5400,ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4283,TM9257771,4795,ȘCOALA GIMNAZIALĂ NR.15 TIMIȘOARA,4.55,-,-,3.65,-,-,-,-,-,-,4.10
4284,TM9258101,3450,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,7.15,-,-,5.25,-,-,-,-,-,-,6.20
4285,TM9258395,4732,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",4.50,-,-,4.00,-,-,-,-,-,-,4.25
4286,TM9262100,5227,ȘCOALA GIMNAZIALĂ VICTOR VLAD DELAMARINA,2.75,-,-,Absent,-,-,-,-,-,-,Absent
4287,TM9262168,5225,ȘCOALA GIMNAZIALĂ VICTOR VLAD DELAMARINA,2.95,-,-,Absent,-,-,-,-,-,-,Absent
4288,TM9262186,4105,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",6.30,-,-,4.35,-,-,-,-,-,-,5.32
4289,TM9265461,4615,"ȘCOALA GIMNAZIALĂ ""THEODOR BUCURESCU"" NR.1 SÂNNICOLAU MARE",4.95,-,-,4.00,-,-,-,-,-,-,4.47
4290,TM9265465,2900,"ȘCOALA GIMNAZIALĂ ""NESTOR OPREAN"" NR.2 SÂNNICOLAU MARE",7.85,-,-,5.95,-,-,-,-,-,-,6.90
4291,TM9265476,2549,"ȘCOALA GIMNAZIALĂ ""THEODOR BUCURESCU"" NR.1 SÂNNICOLAU MARE",7.50,-,-,7.25,-,-,-,-,-,-,7.37
4292,TM9265487,4390,"ȘCOALA GIMNAZIALĂ ""THEODOR BUCURESCU"" NR.1 SÂNNICOLAU MARE",5.80,-,-,4.00,-,-,-,-,-,-,4.90
4293,TM9265685,2916,"ȘCOALA GIMNAZIALĂ ""NESTOR OPREAN"" NR.2 SÂNNICOLAU MARE",6.45,-,-,7.35,-,-,-,-,-,-,6.90
4294,TM9265830,4052,"ȘCOALA GIMNAZIALĂ ""NESTOR OPREAN"" NR.2 SÂNNICOLAU MARE",6.05,-,-,4.75,-,-,-,-,-,-,5.40
4295,TM9265857,3852,"ȘCOALA GIMNAZIALĂ ""THEODOR BUCURESCU"" NR.1 SÂNNICOLAU MARE",6.25,-,-,5.10,-,-,-,-,-,-,5.67
4296,TM9265862,4873,"ȘCOALA GIMNAZIALĂ ""THEODOR BUCURESCU"" NR.1 SÂNNICOLAU MARE",3.85,-,-,4.00,-,-,-,-,-,-,3.92
4297,TM9266219,3283,ȘCOALA GIMNAZIALĂ NR.2 LUGOJ,7.65,-,-,5.20,-,-,-,-,-,-,6.42
4298,TM9266223,2436,ȘCOALA GIMNAZIALĂ BOLDUR,7.45,-,-,7.55,-,-,-,-,-,-,7.50
4299,TM9266225,5401,"LICEUL TEOLOGIC ROMANO-CATOLIC ""GERHARDINUM"" TIMIȘOARA",Absent,-,-,Absent,-,-,-,-,-,-,Absent
4300,TM9266227,3671,"LICEUL TEOLOGIC ROMANO-CATOLIC ""GERHARDINUM"" TIMIȘOARA",6.05,-,-,5.80,-,-,-,-,-,-,5.92
4301,TM9266233,993,ȘCOALA GIMNAZIALĂ NR.2 LUGOJ,8.80,-,-,8.95,-,-,-,-,-,-,8.87
4302,TM9280696,4107,"LICEUL TEORETIC ""SFINȚII KIRIL ȘI METODII"" DUDEȘTII VECHI",6.15,-,-,4.50,-,-,-,-,-,-,5.32
4303,TM9282391,5089,ȘCOALA GIMNAZIALĂ TOPOLOVĂȚU MARE,3.55,-,-,2.50,-,-,-,-,-,-,3.02
4304,TM9282518,4278,ȘCOALA GIMNAZIALĂ TOPOLOVĂȚU MARE,5.55,-,-,4.60,-,-,-,-,-,-,5.07
4305,TM9282774,3231,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",7.25,-,-,5.20,-,-,Limba germana,7.10,-,-,6.51
4306,TM9282893,4173,ȘCOALA GIMNAZIALĂ BOLDUR,6.55,-,-,3.90,-,-,-,-,-,-,5.22
4307,TM9283090,3592,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",6.45,-,-,5.60,-,-,-,-,-,-,6.02
4308,TM9283142,4607,ȘCOALA GIMNAZIALĂ BOLDUR,5.00,-,-,4.00,-,-,-,-,-,-,4.50
4309,TM9283212,5402,ȘCOALA GIMNAZIALĂ BOLDUR,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4310,TM9283332,4945,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",3.95,-,-,3.50,-,-,-,-,-,-,3.72
4311,TM9283597,1547,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.55,-,-,8.25,-,-,-,-,-,-,8.40
4312,TM9283970,3693,ȘCOALA GIMNAZIALĂ SĂCĂLAZ,5.70,-,-,6.10,-,-,-,-,-,-,5.90
4313,TM9283972,4496,ȘCOALA GIMNAZIALĂ TOPOLOVĂȚU MARE,5.90,-,-,3.50,-,-,-,-,-,-,4.70
4314,TM9284005,2209,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",7.65,-,-,7.85,-,-,-,-,-,-,7.75
4315,TM9284018,3753,ȘCOALA GIMNAZIALĂ SĂCĂLAZ,5.35,-,-,6.30,-,-,-,-,-,-,5.82
4316,TM9284026,2034,ȘCOALA GIMNAZIALĂ TOPOLOVĂȚU MARE,7.95,-,-,7.90,-,-,-,-,-,-,7.92
4317,TM9284053,2308,ȘCOALA GIMNAZIALĂ SĂCĂLAZ,8.30,-,-,6.95,-,-,-,-,-,-,7.62
4318,TM9284082,2297,ȘCOALA GIMNAZIALĂ SĂCĂLAZ,6.95,-,-,8.35,-,-,-,-,-,-,7.65
4319,TM9284093,5403,ȘCOALA GIMNAZIALĂ SĂCĂLAZ,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4320,TM9284112,3785,ȘCOALA GIMNAZIALĂ BEREGSĂU MARE,5.35,-,-,6.20,-,-,-,-,-,-,5.77
4321,TM9284116,4056,ȘCOALA GIMNAZIALĂ SĂCĂLAZ,5.20,-,-,5.60,-,-,-,-,-,-,5.40
4322,TM9284143,4493,ȘCOALA GIMNAZIALĂ SĂCĂLAZ,4.05,-,-,5.40,-,-,-,-,-,-,4.72
